candidate,reference,delta_task_mean_macro_f1,ci_low,ci_high,permutation_p,holm_p,supported_holm_0_05,family_size
auth9,static,-0.00017551507532842514,-0.01922799183089496,0.01902123759526402,0.9847015298470153,1.0,False,4
auth8,static,0.0023461404649566253,-0.017175844483411064,0.022115952286658924,0.8106189381061893,1.0,False,4
auth8,circular_shift,0.008166696637761595,-0.010208032648489362,0.02644760972796624,0.39506049395060494,1.0,False,4
auth8,joint_permutation,0.020079609130674636,0.0010486426793414453,0.039856443969186174,0.0461953804619538,0.1847815218478152,False,4
