candidate,reference,delta_task_mean_macro_f1,ci_low,ci_high,permutation_p,holm_p,supported_holm_0_05,family_size
auth9,static,-0.018056443435808145,-0.058092862872076885,0.021233856849974402,0.40915908409159085,0.8183181681831817,False,2
auth8,static,-0.015449651445454515,-0.05374074551364903,0.023256143197476046,0.46195380461953806,0.8183181681831817,False,2
